text,label,text_length,is_long,sample_id,rewritten_review
"""Shadrach"" was not my favorite type of movie. I found it overly sentimental and the acting was below par. Harvey Keitel and Andie MacDowell were good but some of the other actors weren't at all believable. I also did not believe that Paul's parents would go away and leave him with the Dabney family, especially when they had a housekeeper living in the home. Their social classes were too far apart to consider this believable. It seemed the Dabney's lifestyle was too exaggerated. There was a scene in the beginning of the movie that showed Andie MacDowell getting out of a car after having sex with someone. Who was it? Her son? What was the scene supposed to show us? Why was the scene even included? It had nothing to do with the rest of the movie and was in fact never alluded to again. It seemed gratuitous and not fitting into the story at all. There were too many inconsistencies in the movie for me. The story concerning Shadrach was nice but I wasn't convinced that the Dabneys would have been as kind and generous as they were portrayed.",0,1049,True,6623,"""Shadrach"" wasn't my favorite type of movie. I found it overly sentimental, and the acting was below par. Harvey Keitel and Andie MacDowell were good, but some of the other actors weren't believable. I also didn't believe Paul's parents would leave him with the Dabney family, especially with a housekeeper at home. Their social classes were too far apart to be believable. The Dabney's lifestyle seemed exaggerated. There was a scene with Andie MacDowell getting out of a car after having sex—was it her son? The scene was never mentioned again and seemed gratuitous. There were too many inconsistencies. The story about Shadrach was nice, but I wasn't convinced the Dabneys would be as kind and generous as portrayed."
"This may be the most tension-filled movie I have ever seen.<br /><br />In fact, it's so nerve-wracking, I haven't been able to watch it again after viewing it two years ago, but I will since I have the DVD. There were a couple of scenes in here that are almost too much to watch....so if you've got problems and need to ""escape"" for an hour-and-half this film will get your mind off anything else. <br /><br />The Russian actress Marina Zudina did a super job in facial expressions alone, which she had to do since her character in here is a mute. She plays a cute and wholesome makeup artist for a sleazy filmmaker. After the day's shooting is done and ""Billie"" is about to leave, she hears something. She takes a peek into the room where they were filming and discovers they are now shooting a ""snuff film"" and actually killing someone. Billie's eavesdropping is discovered and she runs for her life as the killers go searching for her in this big warehouse-type building.<br /><br />There are two extended scenes in which our heroine is running for her life and both of them will wear you out. The first I described above. The second scene, the climactic one, goes on too long and isn't as well done as the first. In fact, the film should have been trimmed a bit but, overall, since it's so good at keeping our attention, then it served its purpose as entertainment.",1,1369,True,38264,"This may be the most tension-filled movie I have ever seen. It's so nerve-wracking, I haven't watched it again since viewing it two years ago, but I will since I have the DVD. A couple of scenes are almost too much to watch. If you need to ""escape"" for an hour-and-a-half, this film will get your mind off anything else.

The Russian actress Marina Zudina did a super job with her facial expressions alone, as her character is a mute. She plays a cute and wholesome makeup artist for a sleazy filmmaker. After the day's shooting, ""Billie"" hears something, peeks into the filming room, and discovers they're shooting a ""snuff film"" and actually killing someone. When her eavesdropping is discovered, she runs for her life as the killers search for her in this big warehouse-type building.

There are two extended scenes in which our heroine runs for her life, and both will wear you out. The first is described above. The second, the climactic scene, goes on too long and isn't as well done as the first. The film should have been trimmed a bit, but overall, it keeps our attention and serves its purpose as entertainment."
"It became apparent in the first 25 mins of watching this that the writers really wanted to make a feature length film and they probably certainly enjoyed the whole process, but then seemed to forget the fact that it needed a decent plot! If the best they could do was have 3 of the dullest characters enter the real world and have 'all sorts of amusing capers' then they should have left well alone! I didn't laugh once, and that whole ""Adventures of Baron Munchausen/Time Bandits"" thing going on in the middle was very, very poor! Convaluted, contrived and very loose. It just seemed like a whistle stop tour of anything they thought 'might' work just to drag it out to a feature.<br /><br />Full of holes eg - the Royston Vasey characters needed the writers to carry on writing in order to save them, yet Jeff managed to write himself into the sub-story/time-filling William and Mary and era. If he could do this then why didn't they just carry on writing Royston themselves - duh?? And Herr Lipp's audition? What was that for? I mean what was the point? He did it, and we heard nothing else whatsoever about it? <br /><br />My main point is, that while I loved the series, this was an ill thought out, seemingly rushed project. Put it this way, the plot was so poor that if we didn't already know the characters (and as a fan I had a certain loyalty to carry on watching), and we relied solely on the the story itself, this would have fallen flat on its face! At best it would have gone straight to video, and at worst would never have been made in the first place! Or maybe that should be the other way round?? Truly dreadful....",0,1633,True,26241,"It became apparent in the first 25 mins of watching this that the writers really wanted to make a feature length film and they probably certainly enjoyed the whole process, but then seemed to forget the fact that it needed a decent plot! If the best they could do was have 3 of the dullest characters enter the real world and have 'all sorts of amusing capers' then they should have left well alone! I didn't laugh once, and that whole ""Adventures of Baron Munchausen/Time Bandits"" thing going on in the middle was very, very poor! Convaluted, contrived and very loose. It just seemed like a whistle stop tour of anything they thought 'might' work just to drag it out to a feature. Full of holes eg - the Royston Vasey characters needed the writers to carry on writing in order to save them, yet Jeff managed to write himself into the sub-story/time-filling William and Mary and era. If he could do this then why didn't they just carry on writing Royston themselves - duh?? And Herr Lipp's audition? What was that for? I mean what was the point? He did it, and we heard nothing else whatsoever about it? My main point is, that while I loved the series, this was an ill thought out, seemingly rushed project. Put it this way, the plot was so poor that if we didn't already know the characters (and as a fan I had a certain loyalty to carry on watching), and we relied solely on the the story itself, this would have fallen flat on its face! At best it would have gone straight to video, and at worst would never have been made in the first place! Or maybe that should be the other way round?? Truly dreadful...."
"I saw this film on September 1st, 2005 in Indianapolis. I am one of the judges for the Heartland Film Festival that screens films for their Truly Moving Picture Award. A Truly Moving Picture ""...explores the human journey by artistically expressing hope and respect for the positive values of life."" Heartland gave that award to this film.<br /><br />This is a story of golf in the early part of the 20th century. At that time, it was the game of upper class and rich ""gentlemen"", and working people could only participate by being caddies at country clubs. With this backdrop, this based-on-a-true-story unfolds with a young, working class boy who takes on the golf establishment and the greatest golfer in the world, Harry Vardon.<br /><br />And the story is inspirational. Against all odds, Francis Ouimet (played by Shia LaBeouf of ""Holes"") gets to compete against the greatest golfers of the U.S. and Great Britain at the 1913 U.S. Open. Francis is ill-prepared, and has a child for a caddy. (The caddy is hilarious and motivational and steals every scene he appears in.) But despite these handicaps, Francis displays courage, spirit, heroism, and humility at this world class event.<br /><br />And, we learn a lot about the early years of golf; for example, the use of small wooden clubs, the layout of the short holes, the manual scoreboard, the golfers swinging with pipes in their mouths, the terrible conditions of the greens and fairways, and the play not being canceled even in torrential rain.<br /><br />This film has stunning cinematography and art direction and editing. And with no big movie stars, the story is somehow more believable.<br /><br />This adds to the inventory of great sports movies in the vein of ""Miracle"" and ""Remember the Titans.""<br /><br />FYI - There is a Truly Moving Pictures web site where there is a listing of past winners going back 70 years.",1,1887,True,47591,"I saw this film on September 1st, 2005 in Indianapolis. I am one of the judges for the Heartland Film Festival that screens films for their Truly Moving Picture Award. A Truly Moving Picture ""...explores the human journey by artistically expressing hope and respect for the positive values of life."" Heartland gave that award to this film. This is a story of golf in the early 20th century. It was the game of upper class and rich ""gentlemen,"" and working people could only participate by being caddies at country clubs. With this backdrop, this based-on-a-true-story unfolds with a young, working-class boy who takes on the golf establishment and the greatest golfer in the world, Harry Vardon. The story is inspirational. Against all odds, Francis Ouimet (played by Shia LaBeouf of ""Holes"") competes against the greatest golfers of the U.S. and Great Britain at the 1913 U.S. Open. Francis is ill-prepared, and has a child for a caddy. (The caddy is hilarious and motivational and steals every scene he appears in.) But despite these handicaps, Francis displays courage, spirit, heroism, and humility at this world-class event. We learn about the early years of golf; for example, the use of small wooden clubs, the layout of the short holes, the manual scoreboard, the golfers swinging with pipes in their mouths, the terrible conditions of the greens and fairways, and the play not being canceled even in torrential rain. The film has stunning cinematography, art direction, and editing. And with no big movie stars, the story is somehow more believable. This adds to the inventory of great sports movies in the vein of ""Miracle"" and ""Remember the Titans."" FYI - There is a Truly Moving Pictures web site where there is a listing of past winners going back 70 years."
"This movie surprised me in a good way. From the box I got the impression that it was an action thriller but it was too funny to be a thriller, even though it was somewhat exciting.<br /><br />There's a lot of nice one-liners and funny situations in this movie and James Belushi was born to do Bill Manucci, he does a great job. The rest of the cast ain't half-bad either and especially Timothy Dalton is a treat.<br /><br />The story can get pretty confusing at times as new characters shows up during the film. Things get more complicated as nobody seldom tells the truth about things. If you don't pay attention things might get a bit messy in the end but I really liked it.<br /><br />Louis Morneau isn't all that well known but he has done a perfectly OK job with this one and I never really grew impatient while watching the movie.<br /><br />Made men is well worth checking out.",1,884,False,24155,"This movie surprised me in a good way. From the box, I got the impression that it was an action thriller, but it was too funny to be a thriller, even though it was somewhat exciting. The initial expectation was set by the packaging, which suggested a more intense, perhaps darker experience, typical of action thrillers. However, the film quickly revealed itself to be something quite different, blending humor and excitement in a way that defied those expectations.

There's a lot of nice one-liners and funny situations in this movie, and James Belushi was born to do Bill Manucci; he does a great job. The comedic timing and delivery of James Belushi really stand out, making his portrayal of Bill Manucci both memorable and entertaining. The rest of the cast ain't half-bad either, with each actor bringing their own unique flair to their roles, adding layers to the story. Especially Timothy Dalton is a treat, as he brings a certain charm and sophistication to his character that complements the film's overall tone.

The story can get pretty confusing at times as new characters show up during the film. This constant introduction of new faces adds to the complexity of the plot, requiring viewers to stay attentive to keep up. Things get more complicated as nobody seldom tells the truth about things. This web of deceit and half-truths further entangles the narrative, creating a tapestry of intrigue and mystery. If you don't pay attention, things might get a bit messy in the end, but I really liked it. The film's ability to weave humor with such a convoluted storyline is part of what makes it so enjoyable.

Louis Morneau isn't all that well-known, but he has done a perfectly OK job with this one, and I never really grew impatient while watching the movie. His direction keeps the pacing just right, ensuring that the audience remains engaged throughout. The film's balance of humor and action is testament to Morneau's skill in crafting a story that entertains without becoming tedious or predictable.

Made Men is well worth checking out. It's a film that defies easy categorization, offering a blend of humor, intrigue, and excitement that keeps viewers on their toes. Whether you're a fan of action, comedy, or simply a good story, this movie has something to offer. The unexpected humor, combined with the engaging performances and intricate plot, make it a standout film that delivers more than it promises."
"I was in this movie as an extra in the Dallas filming in July 1975. Some of the things you see today,and take for granted in movie making, were implemented in this movie. The movie premise, the costumes, the special effects, the acting. It all was ahead of its time. It opened the door for movies such as ""Star Wars,"" the ""Terminator,"" the ""Matrix,"" and ""X-Men"" movies. Now people look at it and they say, ""Well this does not add up to this new special effects story..."" It did not have any computer graphics and such as the new movies do these days. It did have a story, and a wonderful cast, and a hell of a director! The places it was filmed like the Dallas' World Trade Center, and the Zale Building,and the Ft. Worth Water Gardens were at that time the most modern and futuristic backdrops in which to film. The director Michael Anderson was very creative and he tried to show a perfect future that was flawed by human desires and frailty's. It was my first film experience, the first of six films I have been in. Just because it was filmed in Texas does not make it any less a wonderful piece of filmmaker's art. Watch it again and appreciate it more. This movie was the foundation that set the standard for many great films that we now enjoy. Well, my hand is blinking... I got to run. Santuary awaits...",0,1311,True,32058,"I was an extra in a movie filmed in Dallas in July 1975. It introduced many filmmaking techniques you see today, like the premise, costumes, special effects, and acting that were ahead of their time. It paved the way for movies like ""Star Wars,"" the ""Terminator,"" the ""Matrix,"" and ""X-Men."" Though it lacked modern computer graphics, it had a great story, cast, and an excellent director. Filming locations like Dallas' World Trade Center, the Zale Building, and Ft. Worth Water Gardens were futuristic backdrops. Director Michael Anderson creatively portrayed a flawed perfect future. This was my first of six films. Just because it was filmed in Texas doesn't diminish its value as a piece of filmmaker's art. Watch it again and appreciate it more. It set the standard for many great films today. Well, my hand is blinking... I got to run. Sanctuary awaits..."
"CQ is incredibly slow, and I'm a David Mamet fan. The movie follows around a young filmmaker who is making a very Barbarella-esque film. After that the movie started to lose me. Deep and profound? Not really. The movie ""Dragonfly"" being made in CQ has the problem of having no ending. This greatly parallels CQ, which also lacks an ending (in my opinion).<br /><br />I was lucky enough to catch this movie at the SxSW film festival. I had fairly high expectations having just watched Y Tu Mama Tambien and several other great movies. I was also looking forward to Jason Schwartzman's performance. But it was not an easy film to get into. If you're not into 60's sci-fi or slow movies that go no where, skip it.<br /><br />CQ feels like a student film. If you want a recent sci-fi-esque indie film rent Donnie Darko, it won't put you to sleep.",0,842,False,9331,"CQ is incredibly slow, and I'm a David Mamet fan. The movie follows around a young filmmaker who is making a very Barbarella-esque film. After that, the movie started to lose me. Deep and profound? Not really. The movie ""Dragonfly"" being made in CQ has the problem of having no ending. This greatly parallels CQ, which also lacks an ending (in my opinion). The experience of watching CQ left me feeling somewhat unsatisfied, as if the film was missing a crucial element that would have tied everything together more cohesively. I found myself struggling to stay engaged with the narrative, which meandered without a clear direction or resolution. The parallels between the unfinished film within the film and CQ itself were hard to ignore, and they contributed to my overall sense of disappointment.

I was lucky enough to catch this movie at the SxSW film festival. I had fairly high expectations having just watched Y Tu Mama Tambien and several other great movies. I was also looking forward to Jason Schwartzman's performance. But it was not an easy film to get into. The film festival environment often lends itself to unique and diverse cinematic experiences, and I had hoped CQ would be one of those standout films that left a lasting impression. However, my anticipation gradually turned into frustration as the film failed to deliver on its potential. The pacing was sluggish, and the storyline seemed to drift aimlessly, making it difficult for me to connect with the characters or the plot. If you're not into 60's sci-fi or slow movies that go nowhere, skip it.

CQ feels like a student film. If you want a recent sci-fi-esque indie film, rent Donnie Darko, it won't put you to sleep. Donnie Darko, with its intriguing plot and captivating atmosphere, offers a more engaging and thought-provoking experience for viewers who appreciate indie films with a sci-fi twist. In contrast, CQ's lack of focus and direction left me feeling underwhelmed, and I couldn't help but compare it unfavorably to other films in the genre that manage to strike a better balance between style and substance. If you're seeking a film that captivates your attention and leaves you pondering its themes long after the credits roll, Donnie Darko is a much more satisfying choice."
"The biggest heroes, is one of the greatest movies ever. A good story, great actors and a brilliant ending is what makes this film the jumping start of the director Thomas Vinterberg's great carrier.",1,198,False,43564,"""The Biggest Heroes"" is undoubtedly one of the greatest movies ever created. It boasts a compelling and captivating story that keeps audiences engaged from start to finish. The film features an ensemble of great actors who deliver exceptional performances, bringing their characters to life in a way that is both believable and moving. Each actor contributes significantly to the film's overall impact, enhancing the depth and richness of the narrative. What truly sets this movie apart, however, is its brilliant ending. The conclusion is both satisfying and thought-provoking, leaving a lasting impression on viewers long after the credits roll. This film is not only a testament to the power of storytelling but also serves as the jumping start of director Thomas Vinterberg's great career. His vision and direction are evident throughout the movie, showcasing his unique style and talent. With this film, Vinterberg has cemented his place as a remarkable filmmaker, and ""The Biggest Heroes"" stands as a crowning achievement in his already impressive repertoire."
"Spoilers ahead -- proceed at your own caution.<br /><br />My main problem with this movie is that once Harry learns the identities of the three blackmailers -- with relative ease -- he continues to cave into their demands. And then the whole scene with his wife being kidnapped, he decides to wire his classic car up to explode (with the money in it), which makes us take a pretty tall leap of logic.<br /><br />Okay, so he wanted to keep his affair with Cini out of the public eye due to his wife's involvement with the DA campaign. This I can see, but why not hire someone to slap these turds around a bit, or even kill them once he'd determined there was no actual blackmail evidence (e.g, Cini's body?) This was a pretty interesting movie for the first 2/3 of it. After that, it sort of falls apart.",0,803,False,3493,"Spoilers ahead -- proceed at your own caution.

My main problem with this movie is that once Harry learns the identities of the three blackmailers -- with relative ease -- he continues to cave into their demands. This is something that really doesn't sit well with me, as it seems like a major flaw in the character's judgment. Considering the way Harry is portrayed throughout the film, one would expect him to take a more assertive approach in dealing with the situation. Instead, he allows himself to be manipulated by these individuals, which becomes increasingly frustrating to watch. And then the whole scene with his wife being kidnapped, he decides to wire his classic car up to explode (with the money in it), which makes us take a pretty tall leap of logic. This particular scene stretches the boundaries of believability, asking the audience to accept a course of action that seems almost too far-fetched. The decision to rig his beloved car with explosives, especially with the money inside, feels like a forced plot device rather than a natural progression of the story.

Okay, so he wanted to keep his affair with Cini out of the public eye due to his wife's involvement with the DA campaign. This I can see, as it provides a reasonable motivation for his initial compliance with the blackmailers. The stakes are undeniably high for Harry, given the potential fallout from his affair being exposed. However, why not hire someone to slap these turds around a bit, or even kill them once he'd determined there was no actual blackmail evidence (e.g, Cini's body?) This question lingers throughout the latter part of the movie, as Harry's inaction seems incongruous with his character's established resourcefulness. The film hints at his capability and connections, yet he opts for a more passive approach instead of using his resources to confront the blackmailers head-on. This was a pretty interesting movie for the first 2/3 of it. The tension and intrigue built during the first two acts set up a promising narrative, keeping the audience engaged and invested in the storyline. However, after that, it sort of falls apart. The final act fails to deliver on the potential established earlier, leaving viewers with a sense of disappointment as the plot takes increasingly implausible turns, ultimately detracting from the overall impact of the film."
"This is a made-for-TV and rather needless Sci-fi Channel retelling of the Beowulf story, especially after the recent 2005 film ""Beowulf and Grendel"". This movie doesn't really get into Beowulf's story, but just takes us through his battle against the ravenous beast known as Grendel as it leaves a kingdom in absolute fear and turmoil while the powerful viking warrior, Beowulf is called upon to rid them of the monster's rampage. If this is successfully accomplished, the king will no longer have to sacrifice the children to keep it at bay. After a few failed attempts, the creature is slain, but it's angry and vengeful mother soon attacks, leaving it up to Beowulf to, again, lend his mighty acts of bravery and strength to defeat it. ""Grendel"" looks like it was shot on a tiny budget and the CG effects are terrible. Like I said, this movie is absolutely needless.",0,869,False,4878,"This is a made-for-TV and rather needless Sci-fi Channel retelling of the Beowulf story, especially after the recent 2005 film ""Beowulf and Grendel."" This movie doesn't really get into Beowulf's story, but just takes us through his battle against the ravenous beast known as Grendel as it leaves a kingdom in absolute fear and turmoil while the powerful Viking warrior, Beowulf, is called upon to rid them of the monster's rampage. If this is successfully accomplished, the king will no longer have to sacrifice the children to keep it at bay. The movie attempts to capture the essence of Beowulf's legendary encounters but falls short of delving into the deeper narrative or character development that one might expect from an adaptation of this epic tale. After a few failed attempts, the creature is slain, but it's angry and vengeful mother soon attacks, leaving it up to Beowulf to, again, lend his mighty acts of bravery and strength to defeat it. The plot seems to focus solely on these battles, neglecting the rich mythological and cultural context that surrounds the original story. The movie ""Grendel"" looks like it was shot on a tiny budget, and the CG effects are terrible, which detracts significantly from the viewing experience. The lack of high-quality effects makes it difficult for the audience to be immersed in the world that the filmmakers are trying to create. Like I said, this movie is absolutely needless. There are already numerous adaptations of the Beowulf legend, and this one fails to bring anything new or innovative to the table. Overall, it doesn't justify its existence in a crowded field of cinematic retellings of this classic story."
"I have seen films come and go in my years,and when i see a disaster film i keep hoping i wont be disappointed.And with this one i was not in the least.The story of a whole country sinking into the ocean was a great concept written by sakyo komatsu,a novelist with intense theories on where this earth is going.The characters were top notch,and even though i am not Japanese,i didn't need a translator to give the idea of how people in their most desperate needs can come together for the common good.The special effects blew me away,i was literally on the edge of my seat watching the tidal waves lava flows and land explosions that must have taken months of work to perfect.As for the acting i thought yes,this is acting at its best,emotions run rampant throughout the film and i cried at the most severe scenes.For movie goers alike,you don't need to speak or understand Japanese to watch this film,you can get the idea and feeling from each person and character to understand it well and to follow it along like you are there.My hats off to Shinji Higuchi for directing it,i hope he can outdo his work with another mind blowing experience.As i said,....Fantastic Film.",1,1171,True,47062,"I've seen many films over the years, and disaster films often leave me hoping for the best. This one did not disappoint. The story of an entire country sinking into the ocean, written by Sakyo Komatsu, is a brilliant concept. The characters were outstanding, and despite not being Japanese, I understood the universal theme of people coming together in desperate times. The special effects were breathtaking, keeping me on the edge of my seat with tidal waves, lava flows, and land explosions that must have taken months to perfect. The acting was top-notch, with emotions running high throughout, and I found myself moved to tears. You don't need to speak Japanese to grasp the film's essence; the emotions and characters convey everything. Kudos to Shinji Higuchi for his direction—I hope he delivers another incredible experience. Fantastic film!"
"I rented this one to see Vanesa Talor one more time. She can act, but doesn't get a chance in this clunker. The opening sequence is an elaborate crane shot of mountain landscapes. Must have come from a stock archive, because the movie is shot direct to videotape. The production values make _Blair Witch_ look professional. There's a really cheesy animated statue, but no other effects worth noting. This movie is bad, but not amusingly so. The players would do well not to mention it on their resumes.",0,502,False,998,"I rented this one to see Vanesa Talor one more time. She can act, but doesn't get a chance in this clunker. The opening sequence is an elaborate crane shot of mountain landscapes. It must have come from a stock archive, because the movie is shot direct to videotape. The production values make _Blair Witch_ look professional. There's a really cheesy animated statue, but no other effects worth noting. The movie is bad, but not amusingly so. The players would do well not to mention it on their resumes. 

Vanesa Talor's talent is undeniable, but unfortunately, this particular film does not provide her with the platform she needs to truly shine. The elaborate crane shot of mountain landscapes in the opening sequence is quite deceiving, as it sets up expectations that the rest of the film fails to meet. It’s likely that this beautiful footage was sourced from a stock archive, because the rest of the movie is shot direct to videotape. This choice in production severely undermines the overall quality, making the production values pale in comparison to those of even lower-budget films like _Blair Witch_. 

The film’s attempt at special effects is laughable at best, with a particularly cheesy animated statue standing out as the most notable example. Unfortunately, there are no other effects worth mentioning. The movie is bad, but not in a way that provides any inadvertent amusement or entertainment value. It's a shame, as poor production choices overshadow any potential the film might have had. The players involved, including Vanesa Talor, would do well not to mention this movie on their resumes, as it does not do justice to their capabilities or potential."
"Almost a masterclass in how not to direct a movie. From the misjudged, often incomprehensible script onwards Dr Rey builds on a series of poor decisions that make the film an excruciating viewing experience. Sadly the film never rises beyond a kind of old fashioned, almost misogynistic gay camp in which women are over-wrought, OTT and middle aged and the men are young, vacuous and forever on the hunt for sex. The director was unable to pitch either the tone of the film or the level of the performances.<br /><br />There is certainly a great deal of 'acting' going on. Dianne Wiest slips into a pale impersonation of her Bullets Over Broadway performance and poor old Jane Birkin flounders in her attempt to give a comic performance. Though you have to pity her as there is very little real comedy here. The whole thing feels like a very low rent version of Merchant Ivory's Le Divorce which, to be quite honest, wasn't very good, either.",0,942,False,37086,"Almost a masterclass in how not to direct a movie. From the misjudged, often incomprehensible script onwards, Dr Rey builds on a series of poor decisions that make the film an excruciating viewing experience. The film starts with a premise that might have had potential, but it quickly becomes a tangled mess of confused storytelling and missteps. Sadly, the film never rises beyond a kind of old-fashioned, almost misogynistic gay camp in which women are over-wrought, OTT, and middle-aged, and the men are young, vacuous, and forever on the hunt for sex. The characters are not only poorly developed but also portrayed in a way that feels both outdated and offensive. The director was unable to pitch either the tone of the film or the level of the performances, leading to a disjointed and unsatisfying experience for the audience. 

There is certainly a great deal of 'acting' going on, but unfortunately, it's not the kind that enhances the film. Dianne Wiest slips into a pale impersonation of her Bullets Over Broadway performance, failing to bring any freshness or depth to her role. Poor old Jane Birkin flounders in her attempt to give a comic performance, struggling with a script that offers her little to work with. Though you have to pity her, as there is very little real comedy here, making her task nearly impossible. The humor falls flat, and the attempts at wit are overshadowed by the film's overall lack of coherence. The whole thing feels like a very low-rent version of Merchant Ivory's Le Divorce, which, to be quite honest, wasn't very good, either. It's a shame because the film had the potential to explore interesting themes and characters, but instead, it becomes a forgettable and frustrating watch."
"Bad, bad, bad. How do movies like this get made? Badly written, poorly acted; I could go on, but why bother? As an aside, note that the characters' first names are the same as the actors playing them : this is a dead giveaway that no one on the set is even interested enough in their role to bother learning someone else's characters names!",0,340,False,36437,"Bad, bad, bad. How do movies like this get made? It’s truly baffling to think about the entire process that leads to the release of such a film. From the initial scriptwriting to the casting decisions, and through to the final editing stages, it seems like a series of poor choices were made at every step. Badly written, poorly acted; it’s astonishing how such low-quality production can make it through all the various checkpoints of filmmaking. I could go on, but why bother? Sometimes it's just exhausting to point out all the flaws when they're so glaringly obvious from start to finish. As an aside, note that the characters' first names are the same as the actors playing them: this is a dead giveaway that no one on the set is even interested enough in their role to bother learning someone else's character names! It’s almost as if they were so disengaged with the project that they couldn’t even muster the effort to create a semblance of distinction between the actors and their supposed characters. This lack of care and attention to detail permeates the entire film, making it an ordeal to sit through."
"Okay... for the most part, and all its cheesiness, this movie was actually pretty good for an MST3K flick... but then they decided to ruin what little goodness it had about fifteen minutes before the ending. *SPOILER ALERT* The film is very basic... a rich mama's boy named Danny meets a bum named Bix, and the two of them travel to a small town, where Bix meets a pretty girl named Carrie (who is so very.) Now, this film's basic premise seemed promising enough. All they needed to do was follow the simple chemistry of any romance movie... Carrie loves Bix... Bix loves Carrie... a creepy guy in town lusts for Carrie... Now, I know what you're thinking... Bix fights the creep and ultimately decides to settle down with Carrie, and Danny returns home, and they all live happily ever after... right? WRONG!! Because Carrie gets murdered by the town creep, because Bix is too gay to commit. (There are so many homosexual undertones between Danny and Bix.) And then, the whole town decides to lynch Bix, even though the town creep would've easily been the prime suspect. Then, the town creep confesses to killing Carrie without much hesitation... (must've felt bad, the poor dope.) Then, Danny brings Bix home with him... that's the film's ""happily ever after."" Sad, huh? All I can say is, thank God for Joel and the Bots. Because they turned this horse hockey into one of my favorite MST3K episodes.",0,1400,True,34749,"Sure, here's a shorter version of your review without changing the content:

This MST3K movie, despite its cheesiness, was surprisingly good until it fell apart 15 minutes before the end. *SPOILER ALERT* The plot is simple: rich mama's boy Danny meets bum Bix, they travel to a small town, and Bix meets a pretty girl named Carrie. The setup promised a typical romance: Carrie loves Bix, Bix loves Carrie, and a town creep lusts for Carrie. You'd think Bix would fight the creep, settle with Carrie, and Danny would return home for a happy ending. WRONG! Instead, Carrie is murdered by the creep because Bix is too gay to commit (the film is loaded with homosexual undertones between Danny and Bix). The town irrationally goes after Bix, even though the creep is clearly guilty and quickly confesses. In the end, Danny takes Bix home for a ""happily ever after."" It's a pretty sad conclusion. Thankfully, Joel and the Bots made this mess into one of my favorite MST3K episodes."
"While in Madrid I was able to see a screener copy of this film. Wow! Gallo is amazing in it. Very unusual performance he gives. Aside from Gallo's genius, the film however is a dull a film I have ever seen in my life and at times is so poorly done it borders on laughable. I am also a Val Kilmer fan so he was part of the reason I made such a grand effort to view the film. The problem is Val is really only in one scene. Having his name in the cast as the lead is an insult to my intelligence and to the rest of the cast. I have only seen Stranded of the directors other films. Both films are far far below average but both contain very interesting Vincent Gallo performances. If you are as much as a Gallo fan as I then see this film regardless of how bad it is. If you do not like Gallo then there is ZERO left to love.",0,822,False,28616,"While in Madrid, I had the unique opportunity to see a screener copy of this film. Wow! Vincent Gallo is truly amazing in it. His performance is very unusual and captivating, adding a layer of intrigue to an otherwise lackluster film. Gallo's genius shines through in a way that makes his scenes worth watching. However, aside from Gallo's exceptional performance, the film is as dull as any film I have ever seen in my life. At times, it is so poorly executed that it borders on being laughable. The production quality, storytelling, and overall execution leave much to be desired, making it a challenging film to sit through.

I am also a Val Kilmer fan, which was part of the reason I made such a grand effort to view the film. I had high hopes that his involvement would elevate the experience. Unfortunately, the problem is that Val is really only in one scene. Having his name in the cast as the lead is an insult to my intelligence and to the rest of the cast. This misleading marketing tactic is disappointing and does a disservice to the audience and the talented actors involved. I felt let down by the minimal screen time he had, given the anticipation of seeing him in a substantial role.

I have only seen ""Stranded"" from the director's other films, and I must say that both films are far, far below average. However, both do contain very interesting Vincent Gallo performances, which serve as the only redeeming quality. If you are as much of a Gallo fan as I am, then see this film regardless of how bad it is. His performance alone might make it worth your time. If you do not like Gallo, then there is ZERO left to love in this film. The film's shortcomings are too significant to overlook for anyone who is not a fan of Gallo's work."
"This is perhaps the worst movie I have ever seen, and I have seen well over 300 movies in my lifetime. The acting atrocious, the only bright spot seems to be judging the anatomical prowess of the female castmembers. After watching this movie, it is suggested that the viewer not operate heavy machinery or go driving for a period of at least 24 hours. Also a bottle of Valium would be recommended so you don't feel so bad for the 100 wasted minutes of your life. The plot is nothing original, the dialog excruciating, and even the weapons seem sub-par. Do yourself a favor and go to your local Blockbuster and burn whatever copies they have of this horrid film.",0,661,False,37095,"This is perhaps the worst movie I have ever seen, and I have seen well over 300 movies in my lifetime. I can honestly say that among the vast array of films I've watched, this one stands out as particularly abysmal. The acting in this movie is atrocious, lacking any semblance of skill or believability, making it difficult to become invested in the characters or their stories. The only bright spot seems to be judging the anatomical prowess of the female cast members, which is hardly a commendable feature for a film. After watching this movie, it is suggested that the viewer not operate heavy machinery or go driving for a period of at least 24 hours. The sheer disappointment and frustration experienced during the viewing could potentially impair one's ability to function safely. Additionally, a bottle of Valium would be recommended so you don't feel so bad for the 100 wasted minutes of your life. This film not only fails to entertain but leaves you with a sense of regret for having invested your time in it. The plot is nothing original, offering a recycled and uninspired storyline that fails to engage the audience. The dialog is excruciating, filled with cliched lines and awkward exchanges that make it painful to listen to. Even the weapons, which could have been a redeeming factor, seem sub-par and fail to add any excitement or interest to the film. Do yourself a favor and go to your local Blockbuster and burn whatever copies they have of this horrid film. In doing so, you may save others from the unfortunate experience of watching this dreadful movie, sparing them from the disappointment and dissatisfaction that comes with it."
